STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP (hundreths of in)
US1IAPK0121,2/8/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/9/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/10/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/11/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",15
US1IAPK0121,2/12/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/13/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/14/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/15/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/16/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/17/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/18/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/19/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/20/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/21/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/22/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/23/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/24/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/25/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",18
US1IAPK0121,2/26/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/27/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,2/28/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/1/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/2/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/3/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/4/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/5/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",25
US1IAPK0121,3/6/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",373
US1IAPK0121,3/7/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",33
US1IAPK0121,3/8/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/9/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/10/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/11/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",8
US1IAPK0121,3/12/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/13/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/14/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/15/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/16/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/17/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/18/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",25
US1IAPK0121,3/19/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",91
US1IAPK0121,3/20/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/21/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/22/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",114
US1IAPK0121,3/23/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",69
US1IAPK0121,3/24/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",13
US1IAPK0121,3/25/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/26/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/27/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/28/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/29/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,3/30/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",8
US1IAPK0121,3/31/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",18
US1IAPK0121,4/1/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
US1IAPK0121,4/2/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",71
US1IAPK0121,4/3/22,41.576855,-93.4530567,278,"PLEASANT HILL 3.2 E, IA US",0
